Date,Customer,Account number,Account name,Account status,Campaign name,Campaign status,Ad group ID,Ad group,Ad group status,Ad ID,Ad description,Ad distribution,Ad status,Ad title,Ad type,Tracking Template,Custom Parameters,Final Mobile URL,Final URL,Top vs. other,Display URL,Final App URL,Destination URL,Device type,Device OS,Delivered match type,BidMatchType,Language,Network,Currency code,Impressions,Clicks,Spend,Avg. position,Conversions,Assists
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nurse Practitioner,Active,[4373721002],Nurse Practitioner Jobs,Active,[76141234025118],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401356281;201481741;t?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Bing and Yahoo! search - Other,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,3,0,0,7.33,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721003],Nurse Careers,Active,[76209953508040],"A Rewarding Career Offering Stability, Growth, & Advancement.",Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Bing and Yahoo! search - Other,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,1,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721004],Nurse Employment,Active,[76278673210419],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Bing and Yahoo! search - Other,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,7,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721005],Nurse Jobs,Active,[76347392636056],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Bing and Yahoo! search - Other,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,19,0,0,4.95,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721005],Nurse Jobs,Active,[76347392636057],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Bing and Yahoo! search - Other,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,29,0,0,6.59,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721008],Registered Nurse Jobs,Active,[75454039518514],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Bing and Yahoo! search - Other,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,2,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721011],RN Jobs,Active,[75660197745254],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Bing and Yahoo! search - Other,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,15,0,0,5.27,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721011],RN Jobs,Active,[75660197745255],"A Rewarding Career Offering Stability, Growth, & Advancement.",Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Bing and Yahoo! search - Other,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,12,0,0,4.83,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Physical Therapy,Active,[4373721039],Physical Therapy Careers,Active,[76484831450137],"A Rewarding Career Offering Stability, Growth, & Advancement.",Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401347036;201484030;l?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Bing and Yahoo! search - Other,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,5,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Physical Therapy,Active,[4373721044],PT Jobs,Active,[75728917384274],"A Rewarding Career Offering Stability, Growth, & Advancement.",Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401347036;201484030;l?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Bing and Yahoo! search - Other,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,7,0,0
1/12/2026,11291897,F114C2H2,Wegmans - Lancaster,Active,Part Time,Active,[1210562430772147],Part-Time,Active,[75660193200718],Wegmans is now hiring part time roles at our new Lancaster location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/lancaster-location?utm_source=bing&utm_campaign=lancaster&utm_medium=search_engine&utm_content=paid_search&ss=paid,Bing and Yahoo! search - Other,jobs.wegmans.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,6,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Part Time,Active,[1222657055800814],Part-Time,Active,[76416111905506],Hourly rates up to $13.15 an hour!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Bing and Yahoo! search - Other,jobs.wegmans.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,6,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Restaurant,Active,[1223756567114527],Waitress,Active,[76484820386062],Wegmans is hiring restaurant roles at our Natick location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Bing and Yahoo! search - Other,jobs.wegmans.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,3,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Store,Active,[1222657055800862],Customer Service,Active,[76416100914160],Wegmans is now hiring at our Natick location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Bing and Yahoo! search - Other,jobs.wegmans.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,3,0,0
1/12/2026,11291897,F114ZHJC,Wegmans - Chantilly,Active,Brand,Active,[1216059973048712],Wegmans,Active,[76003781238761],We are now hiring at our new Chantilly location. Apply today!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/404771486;204945736;q?{unescapedlpurl},,,https://jobs.wegmans.com/chantilly-location%20?utm_source=bing.com&utm_campaign=chantilly&utm_medium=search_engine&utm_content=paid_search&ss=paid,Bing and Yahoo! search - Other,jobs.wegmans.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,1,0,0
1/12/2026,11291897,F114ZHJC,Wegmans - Chantilly,Active,Store,Active,[1207263880221424],Security,Active,[75454025448589],Wegmans is now hiring at our Chantilly location!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/404771489;204945739;w?{unescapedlpurl},,,https://jobs.wegmans.com/chantilly-location%20?utm_source=bing.com&utm_campaign=chantilly&utm_medium=search_engine&utm_content=paid_search&ss=paid,Bing and Yahoo! search - Other,jobs.wegmans.com,,,Computer,Windows,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,7,0,0
1/12/2026,43235,X00086N2,atlanta-ATT,Active,Retail,Active,[2709719154],retail,Active,[83288015500206],Not your average retail gig. Find out why today!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/300162564;127096714;z?{unescapedlpurl},,,https://connect.att.jobs/careers/retail-jobs,Bing and Yahoo! search - Other,connect.att.jobs,,,Smartphone,iOS,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,4,0,0
1/12/2026,43235,X00086N2,atlanta-ATT,Active,Retail,Active,[2709719154],retail,Active,[83288015500206],Not your average retail gig. Find out why today!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/300162564;127096714;z?{unescapedlpurl},,,https://connect.att.jobs/careers/retail-jobs,Bing and Yahoo! search - Other,connect.att.jobs,,,Tablet,iOS,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,4,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721005],Nurse Jobs,Active,[76347392636056],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Bing and Yahoo! search - Other,jobs.hcr-manorcare.com,,,Tablet,iOS,Phrase,Broad,English,Bing and Yahoo! search,USD,1,0,0,7,0,0
1/12/2026,43235,X00086N2,atlanta-ATT,Active,Retail,Active,[2709719154],retail,Active,[83288015500206],Not your average retail gig. Find out why today!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/300162564;127096714;z?{unescapedlpurl},,,https://connect.att.jobs/careers/retail-jobs,Syndicated search partners - Top,connect.att.jobs,,,Computer,Unknown,Phrase,Broad,English,Syndicated search partners,USD,2,0,0,2.5,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Occupational Therapy,Active,[4373721029],Occupational Therapist Jobs,Active,[75797641047163],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401340461;201481756;s?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Syndicated search partners - Top,jobs.hcr-manorcare.com,,,Computer,Unknown,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,1,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Restaurant,Active,[1221557543684829],Service,Active,[76347381435619],Wegmans is hiring restaurant roles at our Natick location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Computer,Unknown,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,2,0,0
1/12/2026,43235,X00086N2,atlanta-ATT,Active,Retail,Active,[2709719154],retail,Active,[83288015500206],Not your average retail gig. Find out why today!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/300162564;127096714;z?{unescapedlpurl},,,https://connect.att.jobs/careers/retail-jobs,Syndicated search partners - Top,connect.att.jobs,,,Computer,Windows,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,4,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,CNA,Active,[4373720996],Nurse Assistant Jobs,Active,[75728917318787],Join an Organization Committed to Caring for Patients & Employees.,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401359065;201472521;s?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Syndicated search partners - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,2,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nurse Practitioner,Active,[4373721002],Nurse Practitioner Jobs,Active,[76141234025117],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401356281;201481741;t?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Syndicated search partners - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Syndicated search partners,USD,2,0,0,2,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721003],Nurse Careers,Active,[76209953508040],"A Rewarding Career Offering Stability, Growth, & Advancement.",Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Syndicated search partners - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,4,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721005],Nurse Jobs,Active,[76347392636056],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Syndicated search partners - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,1,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721011],RN Jobs,Active,[75660197745255],"A Rewarding Career Offering Stability, Growth, & Advancement.",Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Syndicated search partners - Top,jobs.hcr-manorcare.com,,,Computer,Windows,Phrase,Broad,English,Syndicated search partners,USD,4,0,0,2.5,0,0
1/12/2026,11291897,F114C2H2,Wegmans - Lancaster,Active,Part Time,Active,[1210562430772147],Part-Time,Active,[75660193200718],Wegmans is now hiring part time roles at our new Lancaster location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/lancaster-location?utm_source=bing&utm_campaign=lancaster&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Computer,Windows,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,2,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Part Time,Active,[1222657055800814],Part-Time,Active,[76416100914156],Wegmans is now hiring part time roles at our new Natick location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Computer,Windows,Phrase,Broad,English,Syndicated search partners,USD,3,0,0,1,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Store,Active,[1222657055800862],Customer Service,Active,[76416100914160],Wegmans is now hiring at our Natick location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Computer,Windows,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,4,0,0
1/12/2026,43235,X00086N2,atlanta-ATT,Active,Retail,Active,[2709719154],retail,Active,[83288015500206],Not your average retail gig. Find out why today!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/300162564;127096714;z?{unescapedlpurl},,,https://connect.att.jobs/careers/retail-jobs,Syndicated search partners - Top,connect.att.jobs,,,Smartphone,iOS,Phrase,Broad,English,Syndicated search partners,USD,5,0,0,2.4,0,0
1/12/2026,43235,X00086N2,atlanta-ATT,Active,Retail,Active,[2709719154],retail,Active,[83288015500207],How about an upgrade? Launch your new career with AT&T today!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/300162564;127096714;z?{unescapedlpurl},,,https://connect.att.jobs/careers/retail-jobs,Syndicated search partners - Top,connect.att.jobs,,,Smartphone,iOS,Phrase,Broad,English,Syndicated search partners,USD,2,0,0,2,0,0
1/12/2026,43235,X00086N2,atlanta-ATT,Active,Retail,Active,[2709719155],store manager,Active,[83356734848411],Part time job with full time perks. Learn more and apply today,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/300162564;127096714;z?{unescapedlpurl},,,https://connect.att.jobs/careers/retail-jobs,Syndicated search partners - Top,connect.att.jobs,,,Smartphone,iOS,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,4,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721005],Nurse Jobs,Active,[76347392636057],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Syndicated search partners - Top,jobs.hcr-manorcare.com,,,Smartphone,iOS,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,3,0,0
1/12/2026,11291897,F114C2H2,Wegmans - Lancaster,Active,Part Time,Active,[1210562430772147],Part-Time,Active,[75660193200718],Wegmans is now hiring part time roles at our new Lancaster location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/lancaster-location?utm_source=bing&utm_campaign=lancaster&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,iOS,Phrase,Broad,English,Syndicated search partners,USD,8,1,2.03,1.38,0,0
1/12/2026,11291897,F114C2H2,Wegmans - Lancaster,Active,Store,Active,[1210562430772179],Customer Service,Active,[75660193200720],Wegmans is now hiring at our Lancaster location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/lancaster-location?utm_source=bing&utm_campaign=lancaster&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,iOS,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,2,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Part Time,Active,[1222657055800814],Part-Time,Active,[76416111905506],Hourly rates up to $13.15 an hour!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,iOS,Phrase,Broad,English,Syndicated search partners,USD,4,0,0,1.75,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Restaurant,Active,[1207263892705616],Chef,Active,[75454028240815],Wegmans is hiring restaurant roles at our Natick location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,iOS,Phrase,Broad,English,Syndicated search partners,USD,3,0,0,4,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Store,Active,[1214960473891911],Security,Active,[75935064556872],Wegmans is now hiring at our Natick location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,iOS,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,2,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Store,Active,[1222657055800862],Customer Service,Active,[76416100914160],Wegmans is now hiring at our Natick location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,iOS,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,1,0,0
1/12/2026,11291897,F114ZHJC,Wegmans - Chantilly,Active,Store,Active,[1216059973048696],Cashier,Active,[76003781238759],Wegmans is now hiring at our Chantilly location!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/404771489;204945739;w?{unescapedlpurl},,,https://jobs.wegmans.com/chantilly-location%20?utm_source=bing.com&utm_campaign=chantilly&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,iOS,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,4,0,0
1/12/2026,43235,X00086N2,atlanta-ATT,Active,Retail,Active,[2709719154],retail,Active,[83288015500206],Not your average retail gig. Find out why today!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/300162564;127096714;z?{unescapedlpurl},,,https://connect.att.jobs/careers/retail-jobs,Syndicated search partners - Top,connect.att.jobs,,,Smartphone,Android,Phrase,Broad,English,Syndicated search partners,USD,3,0,0,2.33,0,0
1/12/2026,43235,X00086N2,atlanta-ATT,Active,Retail,Active,[2709719154],retail,Active,[83288015500207],How about an upgrade? Launch your new career with AT&T today!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/300162564;127096714;z?{unescapedlpurl},,,https://connect.att.jobs/careers/retail-jobs,Syndicated search partners - Top,connect.att.jobs,,,Smartphone,Android,Phrase,Broad,English,Syndicated search partners,USD,4,1,1.07,3.5,0,0
1/12/2026,43235,X00086N2,atlanta-ATT,Active,Retail,Active,[2709719155],store manager,Active,[83356734848411],Part time job with full time perks. Learn more and apply today,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/300162564;127096714;z?{unescapedlpurl},,,https://connect.att.jobs/careers/retail-jobs,Syndicated search partners - Top,connect.att.jobs,,,Smartphone,Android,Phrase,Broad,English,Syndicated search partners,USD,3,0,0,2.67,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721005],Nurse Jobs,Active,[76347392636056],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Syndicated search partners - Top,jobs.hcr-manorcare.com,,,Smartphone,Android,Phrase,Broad,English,Syndicated search partners,USD,2,0,0,3,0,0
1/12/2026,11291897,B010RWQ5,Chicago-HCR-ManorCare,Active,Nursing,Active,[4373721005],Nurse Jobs,Active,[76347392636057],Join a Company Offering Real Growth and Advancement. Learn More!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/401357757;201482896;o?{unescapedlpurl},,,http://jobs.hcr-manorcare.com,Syndicated search partners - Top,jobs.hcr-manorcare.com,,,Smartphone,Android,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,3,0,0
1/12/2026,11291897,F114C2H2,Wegmans - Lancaster,Active,Full Time,Active,[1217159500523193],Full-Time,Active,[76072510139716],We're now hiring full time roles at our Lancaster location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/lancaster-location?utm_source=bing&utm_campaign=lancaster&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,Android,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,4,0,0
1/12/2026,11291897,F114C2H2,Wegmans - Lancaster,Active,Store,Active,[1210562430772179],Customer Service,Active,[75660193200720],Wegmans is now hiring at our Lancaster location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/lancaster-location?utm_source=bing&utm_campaign=lancaster&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,Android,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,4,0,0
1/12/2026,11291897,F114C2H2,Wegmans - Lancaster,Active,Store,Active,[1220458035251084],Warehouse,Active,[76278668637688],Wegmans is now hiring at our Lancaster location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/lancaster-location?utm_source=bing&utm_campaign=lancaster&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,Android,Phrase,Broad,English,Syndicated search partners,USD,2,0,0,3.5,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Part Time,Active,[1222657055800814],Part-Time,Active,[76416111905506],Hourly rates up to $13.15 an hour!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,Android,Phrase,Broad,English,Syndicated search partners,USD,2,0,0,1.5,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Restaurant,Active,[1221557543684829],Service,Active,[76347381435619],Wegmans is hiring restaurant roles at our Natick location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,Android,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,2,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Store,Active,[1213860962426518],Retail,Active,[75866356088442],Hourly rates up to $13.15 an hour!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,Android,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,2,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Store,Active,[1219358520761227],Warehouse,Active,[76209942453138],Wegmans is now hiring at our Natick location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,Android,Phrase,Broad,English,Syndicated search partners,USD,1,0,0,4,0,0
1/12/2026,11291897,F114MKW5,Wegmans - Natick,Active,Store,Active,[1222657055800862],Customer Service,Active,[76416100914160],Wegmans is now hiring at our Natick location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/natick-location?utm_source=bing.com&utm_campaign=natick&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Smartphone,Android,Phrase,Broad,English,Syndicated search partners,USD,6,0,0,1,0,0
1/12/2026,43235,X00086N2,atlanta-ATT,Active,Retail,Active,[2709719154],retail,Active,[83288015500207],How about an upgrade? Launch your new career with AT&T today!,Search,Active,,Expanded text ad,https://ad.doubleclick.net/ddm/clk/300162564;127096714;z?{unescapedlpurl},,,https://connect.att.jobs/careers/retail-jobs,Syndicated search partners - Top,connect.att.jobs,,,Tablet,iOS,Phrase,Broad,English,Syndicated search partners,USD,3,0,0,3.33,0,0
1/12/2026,11291897,F114C2H2,Wegmans - Lancaster,Active,Part Time,Active,[1210562430772147],Part-Time,Active,[75660193200718],Wegmans is now hiring part time roles at our new Lancaster location!,Search,Active,,Expanded text ad,,,,https://jobs.wegmans.com/lancaster-location?utm_source=bing&utm_campaign=lancaster&utm_medium=search_engine&utm_content=paid_search&ss=paid,Syndicated search partners - Top,jobs.wegmans.com,,,Tablet,iOS,Phrase,Broad,English,Syndicated search partners,USD,6,0,0,1.67,0,0
